text,sentiment
@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,Negative
@AmericanAir five times at last count,Negative
"@USAirways @AmericanAir been with US Airways since 03,  back and forth Gatwick - Charlotte, then LHR. Bit sad nostalgic way.",Neutral
@JetBlue Longing to look into the blue eyes. #firstlove,Positive
@united thank you! Excited to be working with you guys!,Positive
@united @paigeworthy : page United values your tweet b/c it's so rare that they receive tweets complimenting their service...most are fake.,Neutral
@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue,Positive
"Why even ask me to DM you and offer help if you ""can't do anything"" @united #terriblecustomerservice #unitedairlines http://t.co/feC4i3Vwq7",Negative
@united 732 from Denver. We just boarded! Fingers crossed we get into the air!!!,Positive
@USAirways on time today and from PHL! Nice work! #ThereIsAFirstForEverything,Positive
"@JetBlue Annnndddd, I just booked my flight. That was easy.",Positive
@USAirways  will be stuck in PHX overnight.  Service is getting worse.  Flying southwest from now on.,Negative
"@united worst AIRLINE 
BEWARE THEY DO NOT MAINTAIN THERE PLAIN 
BEEN ON THE RUNWAY THE PAST 4 HOURS!!!/",Negative
@AmericanAir #AATeam thanks for working in very rigorous weather conditions for all,Positive
@USAirways Hi! On my dividend miles account I accidentally listed my newly married name as opposed to my legal name. I am trying to book,Neutral
"@AmericanAir Nah, just horrible dining options outside of club. Luckily Manuel in the Admirals can make a Bloody Mary.",Negative
@USAirways not best pleased with service so far. On our third gate and still no guarantee that it's the correct one :(,Negative
@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline,Positive
"@AmericanAir is there only one call centre? I know it's busy right now, really need to speak to agent not computer",Negative
"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible",Negative
@united actually we aren't. Still parked here.,Negative
@USAirways what's your pet policy?,Neutral
@VirginAmerica If only you guys had flights from CMH.,Neutral
"@united I was well taken care of, thanks. I've already been sent a survey request &amp; I'll share my positive experience (despite delay)",Positive
@USAirways I have a flight in Saturday from MCI to CLT and there's heavy snow predicted in MCI. When will u allow for changes?,Neutral
@USAirways Thanks to the friendly US Airways staff that helped me get booked on various flights to get home today.  Almost there!,Positive
@USAirways anyone there to help? Still on hold...,Negative
@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,Positive
"@AmericanAir Extend rtn flight to bereavement, 22nd I could have change fee dropped, now told no.Worse day of my life #badcustomerservice",Negative
.@JetBlue process begins 6:48,Neutral
"@JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!",Positive
@AmericanAir we're still stucked in the airport. #AADelay #AA919,Negative
@SouthwestAir  what is the status on flight#122 STL-AUS?,Neutral
@united Will definitely do so. Sending a DM now.,Neutral
@AmericanAir @Nashinmypants lmao this is so funny,Neutral
@USAirways Cant help but be frustrated after an hour call with u ends up with a disconnection and no answers especially as div pref member.,Negative
"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx",Neutral
@united still waiting 4 our bags. Web STILL can't tell me its location . How come @UPS @FedEx can tell u at any given minute where it is?,Negative
@united I would take the $500 voucher you offered for MISCOUNTING THE # OF SEATS ON YOUR PLANE but that means I would have to fly you again,Negative
"@USAirways can I speak to a human with some compassion? I wrote an email to discuss my experience and received a generic ""sorry"" email back",Negative
@AmericanAir this might look good but the pita is inedible. Last year delicious shrimp cocktail. This year garbage http://t.co/Sotl8XQsrp,Negative
@SouthwestAir What are your services? What promotion you have at the moment? #ModeloDeNegocio #innovation #innovacion #BusinessModel,Neutral
@AmericanAir could you check if there is SWU (typo in last post) space on AA199 MXP-JFK Feb 28th? Thanks,Neutral
@USAirways do you post travel alerts on your website? Traveling to Bdl on Sunday morning.,Neutral
@USAirways got off stand by list and on earlier flight to DCA. What is the status of my checked bag? Was supposed to be on #4047 thanks,Negative
@united Your boarding process sucks. You should learn from @SouthwestAir,Negative
@USAirways I’d suggest proper information dissemination to all staff on a more timely &amp; relevant schedule to prevent this in the future.,Neutral
@SouthwestAir heyo! What is causing flight 1836 ewr to hou to be delayed?,Negative
@USAirways 603 &amp; 2705 DFW to PSP thank you!,Positive
@united I took care of it myself. Had to rent a car and drive 3 hours to retrieve my belongings. Due to united errors.,Negative
@SouthwestAir is service to Aruba being permanently discontinued in August?,Neutral
“@JetBlue: Our fleet's on fleek. http://t.co/y5qE9HcQzT” why.,Neutral
Copenhagen,Neutral
"@united This is probably the least dependable airline in the Western Hemisphere. @united does not belong in Star Alliance, but SkyTeam",Positive
@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek,Neutral
@united looking back - never heard from anyone - I had to call and frankly got standard SOP - still think about it today,Neutral
"@united thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎",Negative
"@JetBlue loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵",Positive
"@USAirways Your gate team are polite. But your planes are habitually Late Flight. In many cases, passengers are waiting for the flight crew!",Negative
"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!",Positive
@USAirways i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now....,Negative
“@USAirways: @AnnetteNaif We appreciate the #shoutout for Roberto. DM your confirmation code so we can forward your kind words.” sent,Neutral
@AmericanAir thanks for the great customer service. Family made it back to SAT safely. The weather at DFW made things a little worrisome.,Positive
@AmericanAir please help us get home tomorrow!!!!!,Neutral
@USAirways rebooked me after i missed my flight..never called me and i didnt check my email.  I (cont) http://t.co/uTfDhxa8pU,Negative
@USAirways  how does one downgrade a flight?,Neutral
@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!,Positive
@SouthwestAir thanks for your excellent response time and assistance! All set :),Positive
"@SouthwestAir kudos to the crew of flight 1050 to GRR for making a very special memory for a sweet young passenger, and her Momma. Well done",Positive
"@united right as we think we will take off, we stop to get de-iced. Why wasn't this done when the planes were sitting out all night?",Negative
@JetBlue thank you for incredible customer svc from gate to flight. Mint experience is magic.,Positive
@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick,Negative
@JetBlue How do I know if my flight was deemed a dark flight?,Neutral
@united thanks for the info I already knew...,Neutral
@usairways sadly they've tried that and airport agents…no flights so they're stranded at PHL. No chance of a hotel for them?,Neutral
@Jetblue first airline to use #applepay in flight #airlines,Positive
@SouthwestAir Learn how to give folks on multiple flights the same day boarding position at least if you can't give them  boarding passes.,Negative
@united another fail for the United ticket agents in OKC. LESS than helpful and could care less about our problems. American here we come.,Negative
@JetBlue Offering Special Fares to @GoPureGrenada @discovergrenada http://t.co/MBcEhCSZX3 @CaribbeJan @islandexpert http://t.co/2Zm4jkAlZl,Neutral
@AmericanAir trying to talk 2 customer service to add lap child and can't get a hold of anybody. I need help!!!!!,Negative
@JetBlue Just a thought!,Neutral
@united with the purchase of my ticket i am entitled to check in 1 bag however i am being charged an extra 25 dollars for domestic transport,Negative
@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...,Negative
@united thnx,Positive
@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx,Neutral
"@united Hi, flight 1051. If I try and book a new one way,  flight departure shows up as 3:55pm which seems accurate.",Positive
@VirginAmerica Flight from BOS &gt; LAS tomorrow was Cancelled Flightled. No notification; wait times are 1+ hour. Will you rebook on another airline?,Negative
"@SouthwestAir I can easily get to the Atlanta show, I just need tickets, help?!",Neutral
@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(,Neutral
"@JetBlue she helped me with my problem so easily and was so nice, you guys rock!",Positive
@united follow me please this airline is beautifull ♥,Positive
"@USAirways Hey! I booked a flight (Isabelle Gramp, Boston to LAX), and it said that it charged my credit card but the transaction didn't go",Negative
"@united 4994 out of Jackson, Wyoming... Delayed by no pilots.. Full toilets.. Deplaned 2ndary to mechanical fail.. Cancelled Flightled flight pending",Negative
@united yes to more food! Add some gluten free options while you're at it,Positive
@AmericanAir You've now put me on a BA flight - can I get access for 2 for the lounge? Been at ORD for 11.5 hrs now and still have 5 to go.,Negative
"@USAirways #ShoutOut 2 Kristie(sp?) from Gate4 @ PVD today. She's a #RockStar, was a tremendous help in a tough situation. #PromoteThatGirl",Positive
@united DM'ed you,Neutral
@JetBlue I would go to Italy to visit my relatives and see the house my dad left when he passed.,Neutral
@SouthwestAir great cabin and flight crew this morning on #578. A great smile and happy staff are signs of a happy company. Thanks.,Positive
